tim_day,username,start_date,end_date,country,site,department,division,function
2025-10-01,user_0282,2024-09-15,,Argentina,MLA,GMV Analytics,Marketplace,Lead
2025-08-01,user_0608,2019-08-20,,Brazil,MLB,Sellers Growth,Marketplace,Senior Analyst
2025-07-01,user_0700,2024-07-01,,Brazil,MLB,Content,Marketing,Analyst
2025-02-01,user_0637,2021-05-11,,Argentina,MLA,DevOps,IT,Data Engineer
2025-09-01,user_0766,2024-06-26,,Brazil,MLB,Performance,Advertising,Analyst
2025-04-01,user_0524,2020-02-18,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-08-01,user_0452,2024-03-17,,Brazil,MLB,Last Mile,Shipping,Supervisor
2025-01-01,user_0161,2019-08-03,,Colombia,MCO,UX Research,Products,Product Analyst
2025-08-01,user_0145,2020-06-01,,Brazil,MLB,Product Analytics,Products,Researcher
2025-04-01,user_0640,2018-12-22,,Colombia,MCO,Brand Strategy,Marketing,Analyst
2025-08-01,user_0181,2018-06-29,,Brazil,MLB,Catalog,Marketplace,Analyst
2025-06-01,user_0636,2023-03-02,,Mexico,MLM,Buyers Experience,Marketplace,Coordinator
2025-09-01,user_0033,2019-06-21,,Brazil,MLB,Product Management,Products,UX Designer
2025-09-01,user_0366,2024-04-25,,Uruguay,MLU,GMV Analytics,Marketplace,Lead
2025-07-01,user_0142,2024-05-08,,Argentina,MLA,Logistics,Shipping,Coordinator
2025-06-01,user_0203,2024-02-13,,Mexico,MLM,Product Design,Products,Researcher
2025-09-01,user_0538,2019-08-17,,Uruguay,MLU,Last Mile,Shipping,Manager
2025-09-01,user_0764,2019-05-23,,Uruguay,MLU,GMV Analytics,Marketplace,Analyst
2025-11-01,user_0494,2021-11-14,,Brazil,MLB,Credit,Fintech,Specialist
2025-09-01,user_0559,2021-07-02,,Brazil,MLB,Digital Marketing,Marketing,Senior Analyst
2025-12-01,user_0149,2022-09-07,,Brazil,MLB,Fraud Prevention,Fintech,Specialist
2025-09-01,user_0781,2022-03-22,,Brazil,MLB,GMV Analytics,Marketplace,Senior Analyst
2025-11-01,user_0539,2025-06-25,,Ecuador,MEC,Fulfillment,Shipping,Representative
2025-08-01,user_0378,2025-05-14,,Brazil,MLB,Sellers Growth,Marketplace,Manager
2025-08-01,user_0483,2021-09-20,,Colombia,MCO,Product Management,Products,Product Analyst
2025-07-01,user_0471,2025-02-07,,Colombia,MCO,Catalog,Marketplace,Manager
2025-02-01,user_0331,2020-09-14,,Chile,MLC,Infrastructure,IT,DevOps Engineer
2025-05-01,user_0286,2022-04-06,,Brazil,MLB,Fraud Prevention,Fintech,Manager
2025-03-01,user_0592,2020-02-20,,Ecuador,MEC,Catalog,Marketplace,Coordinator
2025-01-01,user_0075,2024-05-23,,Peru,MPE,Catalog,Marketplace,Senior Analyst
2025-02-01,user_0598,2018-02-04,2025-06-19,Brazil,MLB,Insurance,Fintech,Analyst
2025-06-01,user_0301,2018-09-14,,Argentina,MLA,Buyers Experience,Marketplace,Senior Analyst
2025-11-01,user_0074,2024-08-23,,Venezuela,MLV,Agency,Advertising,Account Manager
2025-03-01,user_0652,2020-07-05,2025-06-13,Chile,MLC,Content,Marketing,Specialist
2025-07-01,user_0727,2024-04-07,,Argentina,MLA,Brand,Advertising,Manager
2025-06-01,user_0508,2020-11-04,,Argentina,MLA,Operations,Shipping,Manager
2025-09-01,user_0432,2019-11-30,,Colombia,MCO,Sellers Growth,Marketplace,Analyst
2025-02-01,user_0421,2021-04-06,,Mexico,MLM,Payments,Fintech,Analyst
2025-02-01,user_0385,2018-07-02,,Argentina,MLA,Fulfillment,Shipping,Analyst
2025-11-01,user_0709,2019-04-27,,Venezuela,MLV,Logistics,Shipping,Supervisor
2025-06-01,user_0677,2020-08-25,,Brazil,MLB,Operations,Shipping,Analyst
2025-01-01,user_0506,2024-02-06,,Brazil,MLB,Digital Marketing,Marketing,Marketing Manager
2025-08-01,user_0595,2025-02-26,,Brazil,MLB,UX Research,Products,Product Analyst
2025-12-01,user_0042,2020-08-27,,Brazil,MLB,Catalog,Marketplace,Lead
2025-06-01,user_0676,2024-10-09,,Brazil,MLB,Insurance,Fintech,Analyst
2025-01-01,user_0022,2023-06-12,,Uruguay,MLU,Data Engineering,IT,Manager
2025-10-01,user_0576,2020-01-03,,Mexico,MLM,Buyers Experience,Marketplace,Lead
2025-01-01,user_0540,2021-01-16,,Argentina,MLA,Insurance,Fintech,Specialist
2025-01-01,user_0679,2021-11-14,2025-06-16,Argentina,MLA,Fulfillment,Shipping,Coordinator
2025-02-01,user_0327,2024-11-28,,Brazil,MLB,Operations,Shipping,Coordinator
2025-11-01,user_0333,2018-02-26,,Brazil,MLB,Catalog,Marketplace,Lead
2025-11-01,user_0310,2022-02-11,,Mexico,MLM,Brand,Advertising,Manager
2025-08-01,user_0721,2023-08-28,2025-10-30,Uruguay,MLU,Logistics,Shipping,Representative
2025-04-01,user_0635,2021-10-16,,Mexico,MLM,HR Business Partner,People,Recruiter
2025-06-01,user_0557,2020-01-14,,Ecuador,MEC,Catalog,Marketplace,Analyst
2025-08-01,user_0677,2020-08-25,,Brazil,MLB,Operations,Shipping,Analyst
2025-12-01,user_0535,2019-01-30,,Chile,MLC,GMV Analytics,Marketplace,Coordinator
2025-10-01,user_0722,2018-12-07,,Argentina,MLA,CRM,Marketing,Senior Analyst
2025-07-01,user_0733,2018-04-03,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-09-01,user_0593,2022-12-17,,Brazil,MLB,Insurance,Fintech,Specialist
2025-10-01,user_0761,2019-05-01,,Colombia,MCO,Last Mile,Shipping,Representative
2025-11-01,user_0219,2020-04-15,,Brazil,MLB,Fulfillment,Shipping,Coordinator
2025-10-01,user_0627,2022-01-15,,Chile,MLC,Insurance,Fintech,Risk Analyst
2025-06-01,user_0099,2022-08-29,,Chile,MLC,GMV Analytics,Marketplace,Lead
2025-07-01,user_0238,2021-04-23,,Chile,MLC,Treasury,Finance,Financial Analyst
2025-01-01,user_0434,2019-11-15,2025-03-03,United States,USA,Fraud Prevention,Fintech,Risk Analyst
2025-03-01,user_0458,2021-03-24,,Mexico,MLM,UX Research,Products,Researcher
2025-03-01,user_0120,2020-12-09,,Brazil,MLB,Agency,Advertising,Manager
2025-09-01,user_0201,2024-10-14,,Brazil,MLB,HR Business Partner,People,Recruiter
2025-02-01,user_0773,2024-08-15,,Mexico,MLM,Product Design,Products,UX Designer
2025-04-01,user_0522,2022-08-17,,Argentina,MLA,Infrastructure,IT,Software Engineer
2025-04-01,user_0506,2024-02-06,,Brazil,MLB,Digital Marketing,Marketing,Marketing Manager
2025-02-01,user_0224,2024-02-03,,Ecuador,MEC,Security,IT,Analyst
2025-12-01,user_0072,2019-03-09,,Brazil,MLB,Product Design,Products,Researcher
2025-08-01,user_0049,2018-10-14,,Brazil,MLB,Digital Marketing,Marketing,Senior Analyst
2025-08-01,user_0113,2022-06-10,,Mexico,MLM,Compliance,Risk & Compliance,Risk Analyst
2025-05-01,user_0335,2019-09-29,,Brazil,MLB,Sellers Growth,Marketplace,Lead
2025-12-01,user_0405,2021-05-22,,Uruguay,MLU,DevOps,IT,Analyst
2025-01-01,user_0073,2023-11-08,,Uruguay,MLU,Performance,Advertising,Account Manager
2025-04-01,user_0788,2024-08-05,2025-07-13,Mexico,MLM,Treasury,Finance,Financial Analyst
2025-09-01,user_0256,2018-08-25,,Mexico,MLM,Security,IT,Software Engineer
2025-02-01,user_0531,2020-05-12,,Mexico,MLM,Product Management,Products,UX Designer
2025-05-01,user_0380,2025-03-26,,Argentina,MLA,SOX Compliance,Internal Audit,Audit Manager
2025-03-01,user_0294,2022-10-30,2025-03-23,Mexico,MLM,Product Analytics,Products,Product Analyst
2025-09-01,user_0470,2022-11-18,,Peru,MPE,Logistics,Shipping,Coordinator
2025-03-01,user_0411,2024-04-05,,Mexico,MLM,L&D,People,HR Business Partner
2025-06-01,user_0614,2022-10-18,,Argentina,MLA,Product Management,Products,Researcher
2025-05-01,user_0420,2021-11-11,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-11-01,user_0636,2023-03-02,,Mexico,MLM,Buyers Experience,Marketplace,Coordinator
2025-01-01,user_0665,2022-01-15,,Chile,MLC,Performance,Advertising,Account Manager
2025-02-01,user_0256,2018-08-25,,Mexico,MLM,Security,IT,Software Engineer
2025-07-01,user_0754,2019-07-09,,Brazil,MLB,Last Mile,Shipping,Representative
2025-11-01,user_0727,2024-04-07,,Argentina,MLA,Brand,Advertising,Manager
2025-10-01,user_0472,2022-11-09,,Brazil,MLB,Fraud Prevention,Fintech,Risk Analyst
2025-09-01,user_0516,2018-01-02,,Chile,MLC,Fraud Prevention,Fintech,Manager
2025-05-01,user_0167,2020-09-06,,Brazil,MLB,Last Mile,Shipping,Manager
2025-11-01,user_0499,2020-06-06,,Ecuador,MEC,Credit Risk,Risk & Compliance,Manager
2025-09-01,user_0110,2018-02-08,,Brazil,MLB,Publisher,Advertising,Account Manager
2025-12-01,user_0019,2024-03-01,,Venezuela,MLV,Internal Audit,Internal Audit,Internal Auditor
2025-11-01,user_0137,2022-03-07,,Ecuador,MEC,Sellers Growth,Marketplace,Analyst
2025-01-01,user_0146,2018-07-06,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-03-01,user_0341,2018-02-20,,Brazil,MLB,Digital Marketing,Marketing,Analyst
2025-07-01,user_0386,2019-02-01,2025-07-27,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-01-01,user_0013,2023-12-08,,Argentina,MLA,Catalog,Marketplace,Lead
2025-02-01,user_0390,2022-11-19,,United States,USA,Infrastructure,IT,Data Engineer
2025-05-01,user_0369,2019-08-04,,Peru,MPE,Payments,Fintech,Senior Analyst
2025-10-01,user_0217,2024-06-27,,United States,USA,Credit Risk,Risk & Compliance,Compliance Officer
2025-07-01,user_0225,2025-02-10,,Venezuela,MLV,HR Business Partner,People,HR Business Partner
2025-03-01,user_0210,2019-03-17,,Brazil,MLB,Agency,Advertising,Manager
2025-01-01,user_0304,2020-09-04,,Chile,MLC,Payments,Fintech,Senior Analyst
2025-10-01,user_0099,2022-08-29,,Chile,MLC,GMV Analytics,Marketplace,Lead
2025-07-01,user_0093,2022-11-21,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-09-01,user_0329,2024-09-23,,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-12-01,user_0236,2018-01-28,,Brazil,MLB,SOX Compliance,InternalAudit,Senior Auditor
2025-07-01,user_0625,2018-05-13,,Brazil,MLB,GMV Analytics,Marketplace,Analyst
2025-06-01,user_0011,2024-07-18,,Brazil,MLB,GMV Analytics,Marketplace,Lead
2025-10-01,user_0384,2020-12-21,2025-11-06,Peru,MPE,Fraud Prevention,Fintech,Risk Analyst
2025-10-01,user_0451,2021-11-05,,Uruguay,MLU,Operations,Shipping,Analyst
2025-06-01,user_0532,2024-06-16,,Argentina,MLA,Fulfillment,Shipping,Coordinator
2025-09-01,user_0733,2018-04-03,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-11-01,user_0181,2018-06-29,,Brazil,MLB,Catalog,Marketplace,Analyst
2025-09-01,user_0436,2025-03-08,,Brazil,MLB,Last Mile,Shipping,Supervisor
2025-10-01,user_0477,2021-11-09,,Brazil,MLB,Credit Risk,Risk & Compliance,Manager
2025-02-01,user_0534,2024-05-14,2025-03-23,Colombia,MCO,Security,IT,Analyst
2025-09-01,user_0666,2025-01-09,,United States,USA,UX Research,Products,Product Manager
2025-11-01,user_0557,2020-01-14,,Ecuador,MEC,Catalog,Marketplace,Analyst
2025-05-01,user_0558,2022-12-20,,Venezuela,MLV,Data Engineering,IT,Software Engineer
2025-10-01,user_0728,2023-05-14,,Colombia,MCO,GMV Analytics,Marketplace,Senior Analyst
2025-12-01,user_0191,2025-04-06,,Argentina,MLA,UX Research,Products,Product Manager
2025-09-01,user_0052,2020-05-25,,Argentina,MLA,Insurance,Fintech,Risk Analyst
2025-05-01,user_0259,2021-09-25,,Brazil,MLB,CRM,Marketing,Specialist
2025-04-01,user_0731,2018-09-26,,Venezuela,MLV,Tax,Finance,Finance Manager
2025-01-01,user_0621,2021-10-04,,Mexico,MLM,Catalog,Marketplace,Analyst
2025-04-01,user_0603,2018-05-01,,Brazil,MLB,GMV Analytics,Marketplace,Coordinator
2025-09-01,user_0077,2018-12-17,,Chile,MLC,Payments,Fintech,Specialist
2025-02-01,user_0328,2021-12-10,,Brazil,MLB,Sellers Growth,Marketplace,Lead
2025-10-01,user_0091,2023-07-16,,Mexico,MLM,Fraud Prevention,Fintech,Manager
2025-03-01,user_0629,2023-12-07,,Mexico,MLM,Performance,Advertising,Analyst
2025-02-01,user_0031,2020-08-21,,Brazil,MLB,Performance,Advertising,Analyst
2025-07-01,user_0074,2024-08-23,,Venezuela,MLV,Agency,Advertising,Account Manager
2025-10-01,user_0675,2018-11-11,,Colombia,MCO,Catalog,Marketplace,Analyst
2025-03-01,user_0758,2024-04-07,,Brazil,MLB,Credit,Fintech,Senior Analyst
2025-04-01,user_0677,2020-08-25,,Brazil,MLB,Operations,Shipping,Analyst
2025-04-01,user_0223,2023-06-26,,Ecuador,MEC,SOX Compliance,Internal Audit,Audit Manager
2025-08-01,user_0470,2022-11-18,,Peru,MPE,Logistics,Shipping,Coordinator
2025-02-01,user_0377,2024-06-25,,Mexico,MLM,Fulfillment,Shipping,Representative
2025-06-01,user_0293,2021-12-25,,Argentina,MLA,FP&A,Finance,Financial Analyst
2025-12-01,user_0168,2023-03-07,,Mexico,MLM,Security,IT,Manager
2025-10-01,user_0760,2022-12-16,,Ecuador,MEC,Publisher,Advertising,Manager
2025-10-01,user_0556,2018-05-10,,Argentina,MLA,Security,IT,DevOps Engineer
2025-02-01,user_0365,2021-07-26,,Argentina,MLA,HR Business Partner,People,Recruiter
2025-12-01,user_0305,2022-09-29,,Chile,MLC,Agency,Advertising,Senior Analyst
2025-08-01,user_0460,2018-11-02,,Mexico,MLM,Infrastructure,IT,Analyst
2025-02-01,user_0335,2019-09-29,,Brazil,MLB,Sellers Growth,Marketplace,Lead
2025-01-01,user_0797,2018-09-21,,Colombia,MCO,DevOps,IT,Analyst
2025-08-01,user_0638,2025-03-18,,Mexico,MLM,GMV Analytics,Marketplace,Manager
2025-04-01,user_0287,2020-04-02,,Argentina,MLA,Infrastructure,IT,Analyst
2025-04-01,user_0342,2022-09-14,,Argentina,MLA,Sellers Growth,Marketplace,Lead
2025-04-01,user_0418,2022-10-25,,Venezuela,MLV,Infrastructure,IT,Manager
2025-03-01,user_0750,2023-03-14,,Venezuela,MLV,Insurance,Fintech,Risk Analyst
2025-12-01,user_0666,2025-01-09,,United States,USA,UX Research,Products,Product Manager
2025-06-01,user_0452,2024-03-17,,Brazil,MLB,Last Mile,Shipping,Supervisor
2025-07-01,user_0524,2020-02-18,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-01-01,user_0581,2021-05-21,2025-05-25,Colombia,MCO,Internal Audit,Internal Audit,Audit Manager
2025-11-01,user_0588,2024-06-14,,Brazil,MLB,Product Analytics,Products,Researcher
2025-06-01,user_0310,2022-02-11,,Mexico,MLM,Brand,Advertising,Manager
2025-11-01,user_0458,2021-03-24,,Mexico,MLM,Fulfillment,Shipping,Analyst
2025-07-01,user_0182,2018-05-30,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-09-01,user_0289,2020-01-07,,Argentina,MLA,Buyers Experience,Marketplace,Lead
2025-03-01,user_0280,2019-03-13,2025-07-08,Brazil,MLB,Operations,Shipping,Manager
2025-07-01,user_0163,2018-03-16,,Brazil,MLB,Digital Marketing,Marketing,Specialist
2025-08-01,user_0366,2024-04-25,,Uruguay,MLU,GMV Analytics,Marketplace,Lead
2025-08-01,user_0261,2022-01-11,,Brazil,MLB,Insurance,Fintech,Risk Analyst
2025-10-01,user_0302,2023-06-28,,Mexico,MLM,Operations,Shipping,Manager
2025-11-01,user_0104,2019-06-02,,Argentina,MLA,UX Research,Products,Researcher
2025-08-01,user_0202,2024-06-20,,Brazil,MLB,Data Engineering,IT,Data Engineer
2025-01-01,user_0468,2021-04-29,,Argentina,MLA,Treasury,Finance,Controller
2025-05-01,user_0379,2024-02-19,,Brazil,MLB,Catalog,Marketplace,Senior Analyst
2025-08-01,user_0593,2022-12-17,,Brazil,MLB,Insurance,Fintech,Specialist
2025-01-01,user_0721,2023-08-28,2025-10-30,Uruguay,MLU,Logistics,Shipping,Representative
2025-08-01,user_0462,2021-08-14,,Brazil,MLB,Performance,Advertising,Analyst
2025-05-01,user_0726,2021-10-07,,Colombia,MCO,L&D,People,HR Analyst
2025-06-01,user_0487,2024-08-12,,Chile,MLC,Catalog,Marketplace,Senior Analyst
2025-05-01,user_0120,2020-12-09,,Brazil,MLB,Agency,Advertising,Manager
2025-05-01,user_0134,2019-04-14,,United States,USA,Agency,Advertising,Account Manager
2025-05-01,user_0328,2021-12-10,,Brazil,MLB,Sellers Growth,Marketplace,Lead
2025-08-01,user_0140,2024-06-09,,Peru,MPE,Last Mile,Shipping,Representative
2025-02-01,user_0627,2022-01-15,,Chile,MLC,UX Research,Products,Researcher
2025-08-01,user_0349,2018-12-14,,Mexico,MLM,Brand Strategy,Marketing,Specialist
2025-03-01,user_0766,2024-06-26,,Brazil,MLB,Performance,Advertising,Analyst
2025-12-01,user_0800,2021-02-11,,Brazil,MLB,Payments,Fintech,Manager
2025-05-01,user_0317,2018-11-06,,Chile,MLC,Publisher,Advertising,Account Manager
2025-09-01,user_0398,2023-10-17,,Chile,MLC,Buyers Experience,Marketplace,Coordinator
2025-01-01,user_0770,2018-06-16,2025-10-11,Mexico,MLM,Publisher,Advertising,Manager
2025-04-01,user_0465,2021-09-21,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-12-01,user_0227,2025-09-29,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-05-01,user_0559,2021-07-02,,Brazil,MLB,Digital Marketing,Marketing,Senior Analyst
2025-11-01,user_0011,2024-07-18,,Brazil,MLB,GMV Analytics,Marketplace,Lead
2025-10-01,user_0032,2024-07-18,,Mexico,MLM,Credit Risk,Risk & Compliance,Risk Analyst
2025-07-01,user_0736,2020-07-17,,Argentina,MLA,GMV Analytics,Marketplace,Senior Analyst
2025-05-01,user_0683,2019-02-07,,Uruguay,MLU,Security,IT,Analyst
2025-03-01,user_0011,2024-07-18,,Brazil,MLB,GMV Analytics,Marketplace,Lead
2025-08-01,user_0331,2020-09-14,,Chile,MLC,Infrastructure,IT,DevOps Engineer
2025-08-01,user_0461,2019-06-17,,Mexico,MLM,Fulfillment,Shipping,Analyst
2025-03-01,user_0452,2024-03-17,,Brazil,MLB,Last Mile,Shipping,Supervisor
2025-04-01,user_0472,2022-11-09,,Brazil,MLB,Fraud Prevention,Fintech,Risk Analyst
2025-09-01,user_0055,2022-04-22,,Peru,MPE,Catalog,Marketplace,Lead
2025-01-01,user_0589,2024-05-29,,Argentina,MLA,Operations,Shipping,Analyst
2025-12-01,user_0747,2024-08-02,,Argentina,MLA,Catalog,Marketplace,Coordinator
2025-10-01,user_0232,2019-03-16,,Ecuador,MEC,FP&A,Finance,Finance Manager
2025-08-01,user_0152,2019-08-28,,Mexico,MLM,Insurance,Fintech,Manager
2025-09-01,user_0179,2019-03-01,,Brazil,MLB,Sellers Growth,Marketplace,Manager
2025-04-01,user_0492,2023-11-06,,Uruguay,MLU,GMV Analytics,Marketplace,Analyst
2025-10-01,user_0136,2020-11-10,,Argentina,MLA,Brand Strategy,Marketing,Specialist
2025-01-01,user_0628,2019-05-15,,Brazil,MLB,Logistics,Shipping,Analyst
2025-03-01,user_0699,2023-01-15,,Brazil,MLB,Compliance,Risk & Compliance,Compliance Officer
2025-08-01,user_0622,2021-06-21,,Brazil,MLB,Infrastructure,IT,Data Engineer
2025-03-01,user_0287,2020-04-02,,Argentina,MLA,Infrastructure,IT,Analyst
2025-09-01,user_0681,2023-12-13,,Ecuador,MEC,Tax,Finance,Controller
2025-01-01,user_0087,2020-12-19,,Argentina,MLA,Product Design,Products,UX Designer
2025-05-01,user_0764,2019-05-23,,Uruguay,MLU,GMV Analytics,Marketplace,Analyst
2025-01-01,user_0339,2022-10-25,,Venezuela,MLV,Payments,Fintech,Analyst
2025-10-01,user_0406,2024-10-30,,Argentina,MLA,GMV Analytics,Marketplace,Lead
2025-01-01,user_0388,2018-11-20,,Argentina,MLA,Agency,Advertising,Senior Analyst
2025-08-01,user_0775,2024-07-11,,Brazil,MLB,Fulfillment,Shipping,Analyst
2025-06-01,user_0275,2024-08-01,2025-08-23,Chile,MLC,GMV Analytics,Marketplace,Analyst
2025-07-01,user_0162,2022-03-23,,Chile,MLC,UX Research,Products,Product Manager
2025-07-01,user_0089,2020-07-09,,Chile,MLC,Accounting,Finance,Controller
2025-01-01,user_0500,2024-07-14,,Peru,MPE,Catalog,Marketplace,Lead
2025-05-01,user_0604,2022-04-15,,Brazil,MLB,Fulfillment,Shipping,Coordinator
2025-11-01,user_0055,2022-04-22,,Peru,MPE,Catalog,Marketplace,Lead
2025-03-01,user_0559,2021-07-02,,Brazil,MLB,Digital Marketing,Marketing,Senior Analyst
2025-05-01,user_0428,2022-08-06,,Mexico,MLM,Compliance,Risk & Compliance,Senior Analyst
2025-12-01,user_0136,2020-11-10,,Argentina,MLA,Brand Strategy,Marketing,Specialist
2025-09-01,user_0076,2020-11-24,,Brazil,MLB,Infrastructure,IT,DevOps Engineer
2025-01-01,user_0125,2020-08-25,,Ecuador,MEC,Insurance,Fintech,Senior Analyst
2025-02-01,user_0602,2020-08-25,,Colombia,MCO,GMV Analytics,Marketplace,Manager
2025-05-01,user_0383,2024-09-24,,Mexico,MLM,Sellers Growth,Marketplace,Coordinator
2025-04-01,user_0471,2025-02-07,,Colombia,MCO,Catalog,Marketplace,Manager
2025-12-01,user_0263,2021-09-13,,Mexico,MLM,AML,Risk & Compliance,Manager
2025-06-01,user_0582,2024-05-26,,Brazil,MLB,Insurance,Fintech,Specialist
2025-07-01,user_0507,2025-04-16,,Chile,MLC,Data Engineering,IT,Manager
2025-06-01,user_0442,2022-08-16,2025-11-09,Argentina,MLA,Catalog,Marketplace,Analyst
2025-10-01,user_0636,2023-03-02,,Mexico,MLM,Buyers Experience,Marketplace,Coordinator
2025-05-01,user_0349,2018-12-14,,Mexico,MLM,Brand Strategy,Marketing,Specialist
2025-05-01,user_0477,2021-11-09,,Brazil,MLB,Credit Risk,Risk & Compliance,Manager
2025-04-01,user_0262,2022-02-27,,Uruguay,MLU,Agency,Advertising,Manager
2025-01-01,user_0237,2022-01-12,,Colombia,MCO,L&D,People,HR Analyst
2025-09-01,user_0391,2024-03-28,,Brazil,MLB,Compliance,Risk & Compliance,Risk Analyst
2025-03-01,user_0282,2024-09-15,,Argentina,MLA,GMV Analytics,Marketplace,Lead
2025-05-01,user_0730,2019-05-18,,Brazil,MLB,Fulfillment,Shipping,Manager
2025-03-01,user_0625,2018-05-13,,Brazil,MLB,GMV Analytics,Marketplace,Analyst
2025-04-01,user_0163,2018-03-16,,Brazil,MLB,Digital Marketing,Marketing,Specialist
2025-01-01,user_0408,2024-09-23,2026-05-16,Chile,MLC,Buyers Experience,Marketplace,Analyst
2025-12-01,user_0141,2025-05-20,,Mexico,MLM,Digital Marketing,Marketing,Marketing Manager
2025-01-01,user_0796,2019-08-29,,Uruguay,MLU,Talent Acquisition,People,Recruiter
2025-04-01,user_0359,2021-01-31,,Argentina,MLA,Last Mile,Shipping,Coordinator
2025-04-01,user_0106,2020-12-21,,Argentina,MLA,UX Research,Products,Product Manager
2025-10-01,user_0213,2019-08-14,,United States,USA,Last Mile,Shipping,Supervisor
2025-07-01,user_0323,2019-01-25,2025-10-03,Brazil,MLB,UX Research,Products,Researcher
2025-11-01,user_0796,2019-08-29,,Uruguay,MLU,Talent Acquisition,People,Recruiter
2025-08-01,user_0076,2020-11-24,,Brazil,MLB,Infrastructure,IT,DevOps Engineer
2025-01-01,user_0008,2020-09-29,,Chile,MLC,Digital Marketing,Marketing,Senior Analyst
2025-06-01,user_0047,2020-12-23,2025-09-11,Argentina,MLA,GMV Analytics,Marketplace,Senior Analyst
2025-08-01,user_0405,2021-05-22,,Uruguay,MLU,DevOps,IT,Analyst
2025-09-01,user_0509,2024-04-02,,Mexico,MLM,Product Analytics,Products,UX Designer
2025-02-01,user_0789,2020-04-23,,Argentina,MLA,Logistics,Shipping,Manager
2025-08-01,user_0364,2020-06-17,,Brazil,MLB,Product Management,Products,Product Manager
2025-02-01,user_0267,2018-02-07,,Colombia,MCO,Operations,Shipping,Representative
2025-11-01,user_0666,2025-01-09,,United States,USA,UX Research,Products,Product Manager
2025-03-01,user_0414,2023-08-12,2025-08-15,Mexico,MLM,Talent Acquisition,People,Manager
2025-05-01,user_0077,2018-12-17,,Chile,MLC,Payments,Fintech,Specialist
2025-06-01,user_0579,2022-10-30,,Argentina,MLA,Regulatory Affairs,Legal & QA,QA Analyst
2025-09-01,user_0017,2025-07-05,,Mexico,MLM,GMV Analytics,Marketplace,Coordinator
2025-02-01,user_0196,2024-03-09,2025-03-17,Brazil,MLB,Publisher,Advertising,Manager
2025-12-01,user_0222,2020-10-06,,Peru,MPE,Product Management,Products,Researcher
2025-03-01,user_0133,2024-07-25,,Argentina,MLA,Buyers Experience,Marketplace,Manager
2025-12-01,user_0584,2023-05-31,,Argentina,MLA,Operational Risk,Risk & Compliance,Risk Analyst
2025-06-01,user_0357,2020-03-20,,Brazil,MLB,Credit Risk,Risk & Compliance,Risk Analyst
2025-09-01,user_0147,2021-03-31,,Brazil,MLB,CRM,Marketing,Senior Analyst
2025-02-01,user_0643,2019-02-07,,Colombia,MCO,Publisher,Advertising,Senior Analyst
2025-10-01,user_0662,2023-09-22,,Colombia,MCO,FP&A,Finance,Financial Analyst
2025-10-01,user_0329,2024-09-23,,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-03-01,user_0642,2019-09-24,,Uruguay,MLU,Logistics,Shipping,Manager
2025-03-01,user_0401,2019-12-29,,Brazil,MLB,GMV Analytics,Marketplace,Coordinator
2025-02-01,user_0260,2024-10-11,,Brazil,MLB,Payments,Fintech,Risk Analyst
2025-08-01,user_0307,2022-04-22,,Mexico,MLM,Data Engineering,IT,DevOps Engineer
2025-07-01,user_0350,2019-06-20,,Chile,MLC,Logistics,Shipping,Manager
2025-09-01,user_0232,2019-03-16,,Ecuador,MEC,FP&A,Finance,Finance Manager
2025-09-01,user_0225,2025-02-10,,Venezuela,MLV,HR Business Partner,People,HR Business Partner
2025-04-01,user_0413,2019-04-28,,Venezuela,MLV,Last Mile,Shipping,Supervisor
2025-10-01,user_0648,2021-03-06,,Brazil,MLB,Compliance,Risk & Compliance,Manager
2025-11-01,user_0420,2021-11-11,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-03-01,user_0057,2024-04-08,,Uruguay,MLU,Buyers Experience,Marketplace,Coordinator
2025-09-01,user_0777,2020-08-03,,Brazil,MLB,Brand,Advertising,Manager
2025-03-01,user_0744,2021-02-12,,Brazil,MLB,Buyers Experience,Marketplace,Lead
2025-07-01,user_0695,2025-02-16,,Ecuador,MEC,Last Mile,Shipping,Manager
2025-09-01,user_0207,2024-11-25,,Argentina,MLA,Sellers Growth,Marketplace,Manager
2025-10-01,user_0273,2021-09-18,,Chile,MLC,Digital Marketing,Marketing,Specialist
2025-04-01,user_0131,2018-05-08,2025-10-04,Mexico,MLM,Talent Acquisition,People,HR Business Partner
2025-10-01,user_0517,2024-03-01,,Argentina,MLA,Credit Risk,Risk & Compliance,Risk Analyst
2025-10-01,user_0248,2024-02-09,,United States,USA,Data Engineering,IT,Analyst
